stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
399,109,Prospecting,2024-02-12T00:00:00,2024-02-18T00:00:00,6
400,109,Discovery,2024-02-18T00:00:00,,
401,110,Prospecting,2022-04-29T00:00:00,2022-05-13T00:00:00,14
402,110,Discovery,2022-05-13T00:00:00,2022-06-18T00:00:00,36
403,110,Qualification,2022-06-18T00:00:00,2022-07-10T00:00:00,22
404,110,Proposal,2022-07-10T00:00:00,2022-08-02T00:00:00,23
405,110,Negotiation,2022-08-02T00:00:00,2022-08-19T00:00:00,17
406,110,Closed Won,2022-08-19T00:00:00,2022-08-19T00:00:00,0
407,111,Prospecting,2024-05-21T00:00:00,,
408,112,Prospecting,2021-02-24T00:00:00,2021-03-05T00:00:00,9
409,112,Discovery,2021-03-05T00:00:00,2021-03-25T00:00:00,20
410,112,Qualification,2021-03-25T00:00:00,,
411,113,Prospecting,2024-07-13T00:00:00,2024-07-23T00:00:00,10
412,113,Discovery,2024-07-23T00:00:00,2024-08-22T00:00:00,30
413,113,Qualification,2024-08-22T00:00:00,2024-09-02T00:00:00,11
414,113,Proposal,2024-09-02T00:00:00,2024-09-21T00:00:00,19
415,113,Negotiation,2024-09-21T00:00:00,2024-10-07T00:00:00,16
416,113,Closed Won,2024-10-07T00:00:00,2024-11-03T00:00:00,27
417,113,Closed Lost,2024-11-03T00:00:00,2024-11-03T00:00:00,0
418,114,Prospecting,2021-12-27T00:00:00,2022-01-05T00:00:00,9
419,114,Discovery,2022-01-05T00:00:00,,
420,115,Prospecting,2024-08-22T00:00:00,2024-09-11T00:00:00,20
421,115,Discovery,2024-09-11T00:00:00,2024-10-03T00:00:00,22
422,115,Qualification,2024-10-03T00:00:00,2024-10-22T00:00:00,19
423,115,Proposal,2024-10-22T00:00:00,2024-10-30T00:00:00,8
424,115,Negotiation,2024-10-30T00:00:00,2024-12-04T00:00:00,35
425,115,Closed Won,2024-12-04T00:00:00,2024-12-28T00:00:00,24
426,115,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
427,116,Prospecting,2024-03-13T00:00:00,,
428,117,Prospecting,2023-09-08T00:00:00,,
429,118,Prospecting,2024-08-06T00:00:00,2024-08-20T00:00:00,14
430,118,Discovery,2024-08-20T00:00:00,,
431,119,Prospecting,2024-07-04T00:00:00,2024-07-12T00:00:00,8
432,119,Discovery,2024-07-12T00:00:00,,
433,120,Prospecting,2024-09-07T00:00:00,,
434,121,Prospecting,2024-07-13T00:00:00,2024-08-02T00:00:00,20
435,121,Discovery,2024-08-02T00:00:00,2024-08-14T00:00:00,12
436,121,Qualification,2024-08-14T00:00:00,2024-09-01T00:00:00,18
437,121,Proposal,2024-09-01T00:00:00,,
438,122,Prospecting,2024-01-15T00:00:00,,
439,123,Prospecting,2022-09-01T00:00:00,2022-09-14T00:00:00,13
440,123,Discovery,2022-09-14T00:00:00,2022-10-02T00:00:00,18
441,123,Qualification,2022-10-02T00:00:00,,
442,124,Prospecting,2023-06-30T00:00:00,2023-07-12T00:00:00,12
443,124,Discovery,2023-07-12T00:00:00,2023-08-02T00:00:00,21
444,124,Qualification,2023-08-02T00:00:00,,
445,125,Prospecting,2024-11-02T00:00:00,2024-11-13T00:00:00,11
446,125,Discovery,2024-11-13T00:00:00,,
447,126,Prospecting,2023-10-28T00:00:00,2023-11-05T00:00:00,8
448,126,Discovery,2023-11-05T00:00:00,2023-11-23T00:00:00,18
449,126,Qualification,2023-11-23T00:00:00,,
450,127,Prospecting,2024-09-01T00:00:00,,
451,128,Prospecting,2024-03-27T00:00:00,2024-04-07T00:00:00,11
452,128,Discovery,2024-04-07T00:00:00,,
453,129,Prospecting,2024-02-26T00:00:00,2024-03-06T00:00:00,9
454,129,Discovery,2024-03-06T00:00:00,2024-04-20T00:00:00,45
455,129,Qualification,2024-04-20T00:00:00,2024-05-30T00:00:00,40
456,129,Proposal,2024-05-30T00:00:00,2024-06-20T00:00:00,21
457,129,Negotiation,2024-06-20T00:00:00,2024-08-05T00:00:00,46
458,129,Closed Won,2024-08-05T00:00:00,2024-09-05T00:00:00,31
459,129,Closed Lost,2024-09-05T00:00:00,2024-09-05T00:00:00,0
460,130,Prospecting,2023-08-16T00:00:00,2023-08-31T00:00:00,15
461,130,Discovery,2023-08-31T00:00:00,2023-09-16T00:00:00,16
462,130,Qualification,2023-09-16T00:00:00,,
463,131,Prospecting,2024-08-04T00:00:00,2024-08-13T00:00:00,9
464,131,Discovery,2024-08-13T00:00:00,2024-08-21T00:00:00,8
465,131,Qualification,2024-08-21T00:00:00,2024-09-07T00:00:00,17
466,131,Proposal,2024-09-07T00:00:00,2024-09-13T00:00:00,6
467,131,Negotiation,2024-09-13T00:00:00,2024-09-28T00:00:00,15
468,131,Closed Won,2024-09-28T00:00:00,2024-10-04T00:00:00,6
469,131,Closed Lost,2024-10-04T00:00:00,2024-10-04T00:00:00,0
470,132,Prospecting,2023-03-19T00:00:00,2023-04-01T00:00:00,13
471,132,Discovery,2023-04-01T00:00:00,2023-04-20T00:00:00,19
472,132,Qualification,2023-04-20T00:00:00,,
473,133,Prospecting,2024-12-22T00:00:00,2024-12-23T00:00:00,1
474,133,Discovery,2024-12-23T00:00:00,2024-12-24T00:00:00,1
475,133,Qualification,2024-12-24T00:00:00,2024-12-26T00:00:00,2
476,133,Proposal,2024-12-26T00:00:00,2024-12-27T00:00:00,1
477,133,Negotiation,2024-12-27T00:00:00,2024-12-28T00:00:00,1
478,133,Closed Won,2024-12-28T00:00:00,2024-12-29T00:00:00,1
479,133,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
480,134,Prospecting,2022-12-04T00:00:00,2022-12-15T00:00:00,11
481,134,Discovery,2022-12-15T00:00:00,2022-12-29T00:00:00,14
482,134,Qualification,2022-12-29T00:00:00,2023-01-08T00:00:00,10
483,134,Proposal,2023-01-08T00:00:00,2023-01-14T00:00:00,6
484,134,Negotiation,2023-01-14T00:00:00,2023-02-01T00:00:00,18
485,134,Closed Won,2023-02-01T00:00:00,2023-02-14T00:00:00,13
486,134,Closed Lost,2023-02-14T00:00:00,2023-02-14T00:00:00,0
487,135,Prospecting,2024-01-25T00:00:00,,
488,136,Prospecting,2024-08-24T00:00:00,2024-09-06T00:00:00,13
489,136,Discovery,2024-09-06T00:00:00,,
490,137,Prospecting,2024-01-11T00:00:00,2024-01-15T00:00:00,4
491,137,Discovery,2024-01-15T00:00:00,2024-01-22T00:00:00,7
492,137,Qualification,2024-01-22T00:00:00,2024-01-27T00:00:00,5
493,137,Proposal,2024-01-27T00:00:00,2024-01-28T00:00:00,1
494,137,Negotiation,2024-01-28T00:00:00,2024-02-02T00:00:00,5
495,137,Closed Won,2024-02-02T00:00:00,2024-02-08T00:00:00,6
496,137,Closed Lost,2024-02-08T00:00:00,2024-02-08T00:00:00,0
497,138,Prospecting,2023-12-26T00:00:00,2024-01-10T00:00:00,15
498,138,Discovery,2024-01-10T00:00:00,,
499,139,Prospecting,2024-06-27T00:00:00,2024-07-16T00:00:00,19
500,139,Discovery,2024-07-16T00:00:00,2024-08-02T00:00:00,17
501,139,Qualification,2024-08-02T00:00:00,2024-08-19T00:00:00,17
502,139,Proposal,2024-08-19T00:00:00,2024-08-27T00:00:00,8
503,139,Negotiation,2024-08-27T00:00:00,2024-10-03T00:00:00,37
504,139,Closed Won,2024-10-03T00:00:00,2024-10-03T00:00:00,0
505,140,Prospecting,2024-10-06T00:00:00,2024-10-11T00:00:00,5
506,140,Discovery,2024-10-11T00:00:00,2024-11-06T00:00:00,26
507,140,Qualification,2024-11-06T00:00:00,,
508,141,Prospecting,2020-06-26T00:00:00,2020-07-16T00:00:00,20
509,141,Discovery,2020-07-16T00:00:00,2020-08-04T00:00:00,19
510,141,Qualification,2020-08-04T00:00:00,2020-08-22T00:00:00,18
511,141,Proposal,2020-08-22T00:00:00,2020-09-04T00:00:00,13
512,141,Negotiation,2020-09-04T00:00:00,2020-10-05T00:00:00,31
513,141,Closed Won,2020-10-05T00:00:00,2020-10-10T00:00:00,5
514,141,Closed Lost,2020-10-10T00:00:00,2020-10-10T00:00:00,0
515,142,Prospecting,2024-12-24T00:00:00,,
516,143,Prospecting,2024-07-13T00:00:00,2024-07-30T00:00:00,17
517,143,Discovery,2024-07-30T00:00:00,2024-08-16T00:00:00,17
518,143,Qualification,2024-08-16T00:00:00,,
519,144,Prospecting,2020-12-15T00:00:00,2020-12-29T00:00:00,14
520,144,Discovery,2020-12-29T00:00:00,2021-01-07T00:00:00,9
521,144,Qualification,2021-01-07T00:00:00,2021-01-29T00:00:00,22
522,144,Proposal,2021-01-29T00:00:00,,
523,145,Prospecting,2024-12-08T00:00:00,2024-12-12T00:00:00,4
524,145,Discovery,2024-12-12T00:00:00,2024-12-15T00:00:00,3
525,145,Qualification,2024-12-15T00:00:00,2024-12-19T00:00:00,4
526,145,Proposal,2024-12-19T00:00:00,2024-12-23T00:00:00,4
527,145,Negotiation,2024-12-23T00:00:00,2024-12-25T00:00:00,2
528,145,Closed Won,2024-12-25T00:00:00,2024-12-28T00:00:00,3
529,145,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
530,146,Prospecting,2022-11-12T00:00:00,2022-12-13T00:00:00,31
531,146,Discovery,2022-12-13T00:00:00,2023-01-06T00:00:00,24
532,146,Qualification,2023-01-06T00:00:00,2023-02-02T00:00:00,27
533,146,Proposal,2023-02-02T00:00:00,2023-02-14T00:00:00,12
534,146,Negotiation,2023-02-14T00:00:00,2023-03-01T00:00:00,15
535,146,Closed Won,2023-03-01T00:00:00,2023-03-19T00:00:00,18
536,146,Closed Lost,2023-03-19T00:00:00,2023-03-19T00:00:00,0
537,147,Prospecting,2024-10-05T00:00:00,,
538,84,Prospecting,2024-12-31T00:00:00,2025-01-14T00:00:00,14
539,84,Discovery,2025-01-14T00:00:00,2025-01-26T00:00:00,12
540,84,Qualification,2025-01-26T00:00:00,,
541,149,Prospecting,2023-06-22T00:00:00,,
542,150,Prospecting,2021-05-12T00:00:00,,
543,151,Prospecting,2024-11-23T00:00:00,2024-12-01T00:00:00,8
544,151,Discovery,2024-12-01T00:00:00,2024-12-28T00:00:00,27
545,151,Qualification,2024-12-28T00:00:00,,
546,152,Prospecting,2023-09-24T00:00:00,2023-10-07T00:00:00,13
547,152,Discovery,2023-10-07T00:00:00,,
548,153,Prospecting,2023-10-04T00:00:00,2023-10-08T00:00:00,4
549,153,Discovery,2023-10-08T00:00:00,2023-10-27T00:00:00,19
550,153,Qualification,2023-10-27T00:00:00,,
551,154,Prospecting,2024-07-29T00:00:00,2024-08-05T00:00:00,7
552,154,Discovery,2024-08-05T00:00:00,2024-08-26T00:00:00,21
553,154,Qualification,2024-08-26T00:00:00,,
554,155,Prospecting,2024-05-04T00:00:00,2024-05-14T00:00:00,10
555,155,Discovery,2024-05-14T00:00:00,2024-05-24T00:00:00,10
556,155,Qualification,2024-05-24T00:00:00,,
557,156,Prospecting,2024-05-02T00:00:00,2024-05-11T00:00:00,9
558,156,Discovery,2024-05-11T00:00:00,2024-06-02T00:00:00,22
559,156,Qualification,2024-06-02T00:00:00,,
560,157,Prospecting,2024-02-12T00:00:00,2024-02-20T00:00:00,8
561,157,Discovery,2024-02-20T00:00:00,2024-03-05T00:00:00,14
562,157,Qualification,2024-03-05T00:00:00,2024-03-21T00:00:00,16
563,157,Proposal,2024-03-21T00:00:00,2024-03-29T00:00:00,8
564,157,Negotiation,2024-03-29T00:00:00,,
565,158,Prospecting,2024-04-21T00:00:00,,
566,159,Prospecting,2020-08-05T00:00:00,,
567,4,Prospecting,2024-08-02T00:00:00,2024-08-19T00:00:00,17
568,4,Discovery,2024-08-19T00:00:00,,
569,161,Prospecting,2024-09-19T00:00:00,2024-10-08T00:00:00,19
570,161,Discovery,2024-10-08T00:00:00,2024-10-23T00:00:00,15
571,161,Qualification,2024-10-23T00:00:00,2024-11-12T00:00:00,20
572,161,Proposal,2024-11-12T00:00:00,2024-11-29T00:00:00,17
573,161,Negotiation,2024-11-29T00:00:00,2024-12-11T00:00:00,12
574,161,Closed Won,2024-12-11T00:00:00,2024-12-21T00:00:00,10
575,161,Closed Lost,2024-12-21T00:00:00,2024-12-21T00:00:00,0
576,162,Prospecting,2021-10-19T00:00:00,2021-10-30T00:00:00,11
577,162,Discovery,2021-10-30T00:00:00,2021-11-20T00:00:00,21
578,162,Qualification,2021-11-20T00:00:00,,
579,163,Prospecting,2024-06-06T00:00:00,2024-06-15T00:00:00,9
580,163,Discovery,2024-06-15T00:00:00,2024-06-26T00:00:00,11
581,163,Qualification,2024-06-26T00:00:00,2024-07-15T00:00:00,19
582,163,Proposal,2024-07-15T00:00:00,2024-07-25T00:00:00,10
583,163,Negotiation,2024-07-25T00:00:00,,
584,164,Prospecting,2024-01-02T00:00:00,2024-01-29T00:00:00,27
585,164,Discovery,2024-01-29T00:00:00,2024-02-17T00:00:00,19
586,164,Qualification,2024-02-17T00:00:00,2024-03-22T00:00:00,34
587,164,Proposal,2024-03-22T00:00:00,2024-04-12T00:00:00,21
588,164,Negotiation,2024-04-12T00:00:00,2024-05-12T00:00:00,30
589,164,Closed Won,2024-05-12T00:00:00,2024-06-16T00:00:00,35
590,164,Closed Lost,2024-06-16T00:00:00,2024-06-16T00:00:00,0
591,165,Prospecting,2024-12-23T00:00:00,2024-12-31T00:00:00,8
592,165,Discovery,2024-12-31T00:00:00,2025-01-19T00:00:00,19
593,165,Qualification,2025-01-19T00:00:00,,
594,166,Prospecting,2022-06-11T00:00:00,2022-06-19T00:00:00,8
595,166,Discovery,2022-06-19T00:00:00,2022-07-09T00:00:00,20
596,166,Qualification,2022-07-09T00:00:00,,
597,167,Prospecting,2024-12-14T00:00:00,2024-12-26T00:00:00,12
598,167,Discovery,2024-12-26T00:00:00,2025-01-15T00:00:00,20
599,167,Qualification,2025-01-15T00:00:00,2025-01-30T00:00:00,15
600,167,Proposal,2025-01-30T00:00:00,,
601,168,Prospecting,2024-09-06T00:00:00,2024-09-20T00:00:00,14
602,168,Discovery,2024-09-20T00:00:00,,
603,169,Prospecting,2024-09-20T00:00:00,,
604,170,Prospecting,2024-12-14T00:00:00,2024-12-23T00:00:00,9
605,170,Discovery,2024-12-23T00:00:00,2025-01-03T00:00:00,11
606,170,Qualification,2025-01-03T00:00:00,,
607,171,Prospecting,2022-03-22T00:00:00,2022-04-03T00:00:00,12
608,171,Discovery,2022-04-03T00:00:00,2022-04-11T00:00:00,8
609,171,Qualification,2022-04-11T00:00:00,2022-04-29T00:00:00,18
610,171,Proposal,2022-04-29T00:00:00,,
611,172,Prospecting,2023-07-24T00:00:00,2023-07-30T00:00:00,6
612,172,Discovery,2023-07-30T00:00:00,2023-08-15T00:00:00,16
613,172,Qualification,2023-08-15T00:00:00,,
614,173,Prospecting,2023-12-08T00:00:00,2023-12-24T00:00:00,16
615,173,Discovery,2023-12-24T00:00:00,2024-02-04T00:00:00,42
616,173,Qualification,2024-02-04T00:00:00,2024-03-01T00:00:00,26
617,173,Proposal,2024-03-01T00:00:00,2024-03-18T00:00:00,17
618,173,Negotiation,2024-03-18T00:00:00,2024-04-06T00:00:00,19
619,173,Closed Won,2024-04-06T00:00:00,2024-05-05T00:00:00,29
620,173,Closed Lost,2024-05-05T00:00:00,2024-05-05T00:00:00,0
621,75,Prospecting,2021-12-17T00:00:00,2021-12-21T00:00:00,4
622,75,Discovery,2021-12-21T00:00:00,2022-01-11T00:00:00,21
623,75,Qualification,2022-01-11T00:00:00,,
624,64,Prospecting,2020-07-15T00:00:00,2020-07-18T00:00:00,3
625,64,Discovery,2020-07-18T00:00:00,2020-07-31T00:00:00,13
626,64,Qualification,2020-07-31T00:00:00,2020-08-07T00:00:00,7
627,64,Proposal,2020-08-07T00:00:00,2020-08-16T00:00:00,9
628,64,Negotiation,2020-08-16T00:00:00,2020-09-02T00:00:00,17
629,64,Closed Won,2020-09-02T00:00:00,2020-09-12T00:00:00,10
630,64,Closed Lost,2020-09-12T00:00:00,2020-09-12T00:00:00,0
631,176,Prospecting,2024-05-25T00:00:00,,
632,177,Prospecting,2024-09-16T00:00:00,2024-10-01T00:00:00,15
633,177,Discovery,2024-10-01T00:00:00,2024-10-24T00:00:00,23
634,177,Qualification,2024-10-24T00:00:00,2024-11-02T00:00:00,9
635,177,Proposal,2024-11-02T00:00:00,,
636,178,Prospecting,2023-09-04T00:00:00,2023-10-02T00:00:00,28
637,178,Discovery,2023-10-02T00:00:00,2023-11-02T00:00:00,31
638,178,Qualification,2023-11-02T00:00:00,2023-12-06T00:00:00,34
639,178,Proposal,2023-12-06T00:00:00,2023-12-29T00:00:00,23
640,178,Negotiation,2023-12-29T00:00:00,2024-02-16T00:00:00,49
641,178,Closed Won,2024-02-16T00:00:00,2024-03-08T00:00:00,21
642,178,Closed Lost,2024-03-08T00:00:00,2024-03-08T00:00:00,0
643,179,Prospecting,2023-02-07T00:00:00,2023-02-20T00:00:00,13
644,179,Discovery,2023-02-20T00:00:00,,
645,180,Prospecting,2024-11-27T00:00:00,2024-12-03T00:00:00,6
646,180,Discovery,2024-12-03T00:00:00,2024-12-09T00:00:00,6
647,180,Qualification,2024-12-09T00:00:00,2024-12-13T00:00:00,4
648,180,Proposal,2024-12-13T00:00:00,2024-12-18T00:00:00,5
649,180,Negotiation,2024-12-18T00:00:00,2024-12-21T00:00:00,3
650,180,Closed Won,2024-12-21T00:00:00,2024-12-28T00:00:00,7
651,180,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
652,181,Prospecting,2024-09-13T00:00:00,2024-09-23T00:00:00,10
653,181,Discovery,2024-09-23T00:00:00,2024-10-12T00:00:00,19
654,181,Qualification,2024-10-12T00:00:00,,
655,182,Prospecting,2023-07-28T00:00:00,,
656,183,Prospecting,2024-06-02T00:00:00,2024-06-11T00:00:00,9
657,183,Discovery,2024-06-11T00:00:00,2024-06-29T00:00:00,18
658,183,Qualification,2024-06-29T00:00:00,2024-07-17T00:00:00,18
659,183,Proposal,2024-07-17T00:00:00,2024-07-28T00:00:00,11
660,183,Negotiation,2024-07-28T00:00:00,,
661,184,Prospecting,2024-10-09T00:00:00,2024-10-30T00:00:00,21
662,184,Discovery,2024-10-30T00:00:00,2024-11-08T00:00:00,9
663,184,Qualification,2024-11-08T00:00:00,2024-11-26T00:00:00,18
664,184,Proposal,2024-11-26T00:00:00,2024-11-29T00:00:00,3
665,184,Negotiation,2024-11-29T00:00:00,2024-12-22T00:00:00,23
666,184,Closed Won,2024-12-22T00:00:00,2024-12-29T00:00:00,7
667,184,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
668,185,Prospecting,2024-03-28T00:00:00,2024-04-19T00:00:00,22
669,185,Discovery,2024-04-19T00:00:00,2024-05-16T00:00:00,27
670,185,Qualification,2024-05-16T00:00:00,2024-06-27T00:00:00,42
671,185,Proposal,2024-06-27T00:00:00,2024-07-17T00:00:00,20
672,185,Negotiation,2024-07-17T00:00:00,2024-08-13T00:00:00,27
673,185,Closed Won,2024-08-13T00:00:00,2024-09-16T00:00:00,34
674,185,Closed Lost,2024-09-16T00:00:00,2024-09-16T00:00:00,0
675,186,Prospecting,2024-12-04T00:00:00,2024-12-14T00:00:00,10
676,186,Discovery,2024-12-14T00:00:00,,
677,187,Prospecting,2024-11-07T00:00:00,2024-11-13T00:00:00,6
678,187,Discovery,2024-11-13T00:00:00,2024-12-06T00:00:00,23
679,187,Qualification,2024-12-06T00:00:00,2024-12-12T00:00:00,6
680,187,Proposal,2024-12-12T00:00:00,2024-12-18T00:00:00,6
681,187,Negotiation,2024-12-18T00:00:00,,
682,188,Prospecting,2024-09-03T00:00:00,2024-09-14T00:00:00,11
683,188,Discovery,2024-09-14T00:00:00,2024-10-12T00:00:00,28
684,188,Qualification,2024-10-12T00:00:00,2024-10-24T00:00:00,12
685,188,Proposal,2024-10-24T00:00:00,2024-11-05T00:00:00,12
686,188,Negotiation,2024-11-05T00:00:00,,
687,189,Prospecting,2024-02-22T00:00:00,2024-03-10T00:00:00,17
688,189,Discovery,2024-03-10T00:00:00,2024-04-22T00:00:00,43
689,189,Qualification,2024-04-22T00:00:00,2024-05-05T00:00:00,13
690,189,Proposal,2024-05-05T00:00:00,2024-06-01T00:00:00,27
691,189,Negotiation,2024-06-01T00:00:00,2024-07-02T00:00:00,31
692,189,Closed Won,2024-07-02T00:00:00,2024-07-02T00:00:00,0
693,190,Prospecting,2021-11-29T00:00:00,2021-12-02T00:00:00,3
694,190,Discovery,2021-12-02T00:00:00,2021-12-06T00:00:00,4
695,190,Qualification,2021-12-06T00:00:00,2021-12-09T00:00:00,3
696,190,Proposal,2021-12-09T00:00:00,2021-12-10T00:00:00,1
697,190,Negotiation,2021-12-10T00:00:00,2021-12-18T00:00:00,8
698,190,Closed Won,2021-12-18T00:00:00,2021-12-19T00:00:00,1
699,190,Closed Lost,2021-12-19T00:00:00,2021-12-19T00:00:00,0
700,191,Prospecting,2023-03-21T00:00:00,2023-04-11T00:00:00,21
701,191,Discovery,2023-04-11T00:00:00,,
702,192,Prospecting,2022-09-01T00:00:00,2022-09-13T00:00:00,12
703,192,Discovery,2022-09-13T00:00:00,2022-10-03T00:00:00,20
704,192,Qualification,2022-10-03T00:00:00,,
705,193,Prospecting,2022-05-25T00:00:00,2022-05-30T00:00:00,5
706,193,Discovery,2022-05-30T00:00:00,2022-06-21T00:00:00,22
707,193,Qualification,2022-06-21T00:00:00,2022-07-08T00:00:00,17
708,193,Proposal,2022-07-08T00:00:00,,
709,194,Prospecting,2022-02-11T00:00:00,,
710,195,Prospecting,2024-12-25T00:00:00,2024-12-31T00:00:00,6
711,195,Discovery,2024-12-31T00:00:00,2025-01-25T00:00:00,25
712,195,Qualification,2025-01-25T00:00:00,,
713,196,Prospecting,2024-12-07T00:00:00,,
714,79,Prospecting,2024-07-09T00:00:00,,
715,198,Prospecting,2021-05-18T00:00:00,2021-06-04T00:00:00,17
716,198,Discovery,2021-06-04T00:00:00,2021-06-11T00:00:00,7
717,198,Qualification,2021-06-11T00:00:00,,
718,199,Prospecting,2024-12-18T00:00:00,2024-12-26T00:00:00,8
719,199,Discovery,2024-12-26T00:00:00,,
720,200,Prospecting,2024-08-25T00:00:00,2024-09-03T00:00:00,9
721,200,Discovery,2024-09-03T00:00:00,2024-09-21T00:00:00,18
722,200,Qualification,2024-09-21T00:00:00,2024-10-08T00:00:00,17
723,200,Proposal,2024-10-08T00:00:00,2024-10-24T00:00:00,16
724,200,Negotiation,2024-10-24T00:00:00,2024-11-26T00:00:00,33
725,200,Closed Won,2024-11-26T00:00:00,2024-12-19T00:00:00,23
726,200,Closed Lost,2024-12-19T00:00:00,2024-12-19T00:00:00,0
727,201,Prospecting,2024-09-06T00:00:00,2024-09-16T00:00:00,10
728,201,Discovery,2024-09-16T00:00:00,,
729,202,Prospecting,2024-08-13T00:00:00,2024-09-02T00:00:00,20
730,202,Discovery,2024-09-02T00:00:00,2024-09-20T00:00:00,18
731,202,Qualification,2024-09-20T00:00:00,2024-10-20T00:00:00,30
732,202,Proposal,2024-10-20T00:00:00,2024-11-11T00:00:00,22
733,202,Negotiation,2024-11-11T00:00:00,2024-12-15T00:00:00,34
734,202,Closed Won,2024-12-15T00:00:00,2024-12-28T00:00:00,13
735,202,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
736,203,Prospecting,2024-12-15T00:00:00,2024-12-16T00:00:00,1
737,203,Discovery,2024-12-16T00:00:00,2024-12-19T00:00:00,3
738,203,Qualification,2024-12-19T00:00:00,2024-12-22T00:00:00,3
739,203,Proposal,2024-12-22T00:00:00,2024-12-23T00:00:00,1
740,203,Negotiation,2024-12-23T00:00:00,2024-12-26T00:00:00,3
741,203,Closed Won,2024-12-26T00:00:00,2024-12-29T00:00:00,3
742,203,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
743,204,Prospecting,2024-12-12T00:00:00,2024-12-20T00:00:00,8
744,204,Discovery,2024-12-20T00:00:00,,
745,205,Prospecting,2024-04-30T00:00:00,,
746,206,Prospecting,2023-09-23T00:00:00,2023-10-06T00:00:00,13
747,206,Discovery,2023-10-06T00:00:00,2023-10-18T00:00:00,12
748,206,Qualification,2023-10-18T00:00:00,,
749,207,Prospecting,2023-05-28T00:00:00,2023-06-12T00:00:00,15
750,207,Discovery,2023-06-12T00:00:00,,
751,208,Prospecting,2023-01-08T00:00:00,2023-01-20T00:00:00,12
752,208,Discovery,2023-01-20T00:00:00,2023-02-13T00:00:00,24
753,208,Qualification,2023-02-13T00:00:00,,
754,209,Prospecting,2024-12-12T00:00:00,2024-12-15T00:00:00,3
755,209,Discovery,2024-12-15T00:00:00,2024-12-20T00:00:00,5
756,209,Qualification,2024-12-20T00:00:00,2024-12-22T00:00:00,2
757,209,Proposal,2024-12-22T00:00:00,2024-12-24T00:00:00,2
758,209,Negotiation,2024-12-24T00:00:00,2024-12-26T00:00:00,2
759,209,Closed Won,2024-12-26T00:00:00,2024-12-28T00:00:00,2
760,209,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
761,210,Prospecting,2024-12-10T00:00:00,,
762,211,Prospecting,2024-04-27T00:00:00,2024-05-08T00:00:00,11
763,211,Discovery,2024-05-08T00:00:00,2024-05-27T00:00:00,19
764,211,Qualification,2024-05-27T00:00:00,,
765,212,Prospecting,2024-04-02T00:00:00,2024-04-15T00:00:00,13
766,212,Discovery,2024-04-15T00:00:00,2024-04-28T00:00:00,13
767,212,Qualification,2024-04-28T00:00:00,2024-05-14T00:00:00,16
768,212,Proposal,2024-05-14T00:00:00,,
769,213,Prospecting,2024-02-28T00:00:00,,
770,214,Prospecting,2024-08-03T00:00:00,,
771,215,Prospecting,2024-12-03T00:00:00,2024-12-05T00:00:00,2
772,215,Discovery,2024-12-05T00:00:00,2024-12-09T00:00:00,4
773,215,Qualification,2024-12-09T00:00:00,2024-12-19T00:00:00,10
