call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
288,1351,13,2024-12-05T14:00:00,40,Outbound,Check-In,Rescheduled,1,,,0,False
289,4626,3,2023-10-31T15:15:00,44,Inbound,Check-In,Completed,5,0.61,196,14,True
290,1432,12,2023-05-17T15:15:00,44,Outbound,Negotiation,Rescheduled,1,,,0,False
291,1059,9,2022-02-15T10:15:00,21,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
292,2310,4,2023-10-25T14:30:00,0,Inbound,QBR,No Show,1,,,0,False
293,1101,7,2030-06-15T10:00:00,,Inbound,Demo,Completed,5,0.67,36,5,True
294,4659,6,2024-09-24T13:30:00,17,Inbound,Negotiation,Completed,5,0.58,154,4,False
295,4010,1,2024-06-10T13:45:00,55,Outbound,Follow-Up,Completed,8,0.39,236,22,True
296,4583,5,2024-11-15T16:15:00,38,Inbound,Negotiation,Rescheduled,1,,,0,False
297,4304,3,2024-05-21T10:15:00,59,Outbound,Negotiation,Completed,6,0.76,255,6,False
298,3914,5,2024-12-11T11:15:00,19,Outbound,Negotiation,Completed,6,0.49,219,20,True
299,1347,7,2022-08-21T10:30:00,56,Inbound,Demo,Completed,6,0.7,193,5,False
300,1602,10,2024-12-06T12:45:00,35,Outbound,Technical Deep Dive,Completed,4,0.45,207,6,False
301,96,1,2024-11-23T12:30:00,15,Inbound,Follow-Up,Completed,6,0.33,43,22,False
302,3418,10,2024-12-12T12:30:00,0,Outbound,QBR,No Show,1,,,0,False
303,3347,15,2030-06-15T10:00:00,51,Outbound,Follow-Up,Completed,5,0.85,195,5,False
304,4916,15,2024-11-05T14:00:00,38,Outbound,Demo,Completed,6,0.67,128,8,False
305,1320,2,2023-10-14T12:15:00,36,Outbound,Technical Deep Dive,Completed,2,0.52,70,21,False
306,4919,3,2024-12-08T08:45:00,52,Outbound,Technical Deep Dive,Completed,8,0.48,181,20,False
307,1087,6,2023-03-22T11:15:00,57,Inbound,QBR,Completed,7,0.6,111,17,False
308,412,8,2021-07-09T10:00:00,43,Outbound,Follow-Up,Completed,7,0.36,238,7,False
309,1804,4,2021-10-15T13:15:00,37,Outbound,Follow-Up,Completed,2,0.52,190,12,True
310,320,1,2024-12-25T09:45:00,57,Outbound,Check-In,Rescheduled,1,,,0,False
311,2544,7,2024-12-18T10:30:00,60,Outbound,Follow-Up,Completed,3,0.84,176,2,False
312,4361,7,2024-11-03T12:00:00,30,Outbound,Discovery,Completed,7,0.37,43,18,True
313,3548,5,2022-10-12T09:30:00,3,Inbound,Follow-Up,Voicemail,1,,,0,False
314,3505,10,2023-10-23T13:15:00,26,Inbound,Follow-Up,Rescheduled,1,,,0,False
315,4812,15,2024-08-31T12:00:00,46,Inbound,Demo,Completed,5,0.64,76,8,True
316,4583,5,2024-12-17T14:30:00,50,Inbound,Follow-Up,Rescheduled,1,,,0,False
317,2109,14,2022-03-19T09:00:00,1,Outbound,Demo,Voicemail,1,,,0,False
318,2930,15,2024-12-24T10:00:00,,Outbound,Technical Deep Dive,Completed,8,0.89,154,2,True
319,1989,16,2024-12-25T12:30:00,50,Outbound,QBR,Completed,5,0.65,186,4,True
320,620,7,2023-09-28T12:45:00,48,Inbound,Negotiation,Completed,4,0.65,171,17,False
321,3207,13,2024-03-19T10:00:00,15,Outbound,Follow-Up,Completed,7,0.68,100,3,False
322,3118,1,2023-02-13T16:00:00,44,Outbound,Demo,Rescheduled,1,,,0,False
323,585,10,2024-12-10T08:30:00,53,Outbound,Check-In,Completed,3,0.53,225,16,False
324,84,15,2024-10-10T14:00:00,0,Outbound,Check-In,No Show,1,,,0,False
325,2146,11,2022-01-12T09:15:00,-56,Outbound,Negotiation,Completed,6,0.65,125,14,True
326,2098,4,2022-07-18T09:45:00,47,Outbound,Check-In,Completed,2,0.59,80,8,True
327,2533,12,2023-03-21T11:15:00,30,Inbound,Negotiation,Completed,8,0.52,171,16,False
328,4820,14,2021-07-18T12:45:00,0,Outbound,QBR,No Show,1,,,0,False
329,245,14,2023-11-02T13:00:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
330,4777,9,2022-12-28T10:30:00,36,Outbound,Follow-Up,Completed,2,0.42,35,8,False
331,4242,10,2024-02-03T10:45:00,24,Outbound,Discovery,Completed,7,0.39,168,9,True
332,2589,5,2030-06-15T10:00:00,33,Outbound,Negotiation,Completed,8,0.48,171,20,False
333,950,11,2024-12-30T11:15:00,43,Outbound,Negotiation,Completed,5,0.7,78,17,False
334,3393,1,2023-07-16T16:30:00,41,Outbound,Demo,Completed,4,0.4,225,8,True
335,1051,4,2022-09-25T12:45:00,50,Outbound,Check-In,Rescheduled,1,,,0,False
336,609,6,2024-12-12T10:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
337,449,13,2022-07-28T09:30:00,45,Inbound,Discovery,Completed,6,0.47,205,7,False
338,3748,13,2024-10-19T15:30:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
339,4845,8,2023-10-20T11:45:00,17,Inbound,Negotiation,Completed,2,0.53,152,11,True
340,149,2,2023-10-06T10:45:00,29,Outbound,Technical Deep Dive,Completed,7,0.42,203,24,True
341,4988,8,2022-07-16T10:15:00,17,Inbound,QBR,Completed,5,0.34,54,12,True
342,741,8,2024-07-01T09:00:00,54,Inbound,Follow-Up,Rescheduled,1,,,0,False
343,1859,2,2022-04-24T12:45:00,55,Outbound,Discovery,Completed,7,0.51,197,7,False
344,1901,13,2024-03-16T15:00:00,2,Inbound,Follow-Up,Voicemail,1,,,0,False
345,2832,4,2024-11-17T17:00:00,,Outbound,Discovery,No Show,1,,,0,False
346,1410,3,2024-12-06T15:45:00,15,Inbound,Discovery,Completed,2,0.3,63,7,True
347,3258,15,2024-07-24T08:15:00,19,Outbound,Check-In,Completed,6,0.73,77,15,True
348,1596,16,2023-11-14T10:00:00,15,Outbound,QBR,Completed,3,0.64,41,1,False
349,747,15,2024-12-22T09:15:00,60,Outbound,Follow-Up,Completed,3,0.65,144,12,False
350,4652,5,2024-12-17T16:45:00,58,Outbound,QBR,Completed,4,0.53,197,7,False
351,1609,3,2023-12-01T14:45:00,51,Outbound,Follow-Up,Completed,2,1.06,201,4,False
352,3596,5,2024-03-13T10:45:00,18,Outbound,Negotiation,Completed,8,0.64,113,17,False
353,350,2,2024-08-01T13:45:00,33,Inbound,Discovery,Completed,5,0.58,88,15,False
354,3387,9,2024-10-02T08:15:00,15,Outbound,Follow-Up,Completed,8,0.72,48,13,True
355,3684,15,2024-10-26T12:00:00,3,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
356,1578,2,2021-03-12T14:15:00,52,Outbound,QBR,Completed,5,0.54,34,9,False
357,83,12,2024-08-29T15:45:00,57,Outbound,Technical Deep Dive,Completed,7,0.48,107,18,True
358,4613,3,2024-04-25T17:45:00,38,Outbound,Follow-Up,Completed,5,0.39,94,18,True
359,2992,3,2024-08-20T13:00:00,59,Outbound,Negotiation,Completed,7,0.37,33,7,False
360,52,16,2024-11-04T13:30:00,27,Inbound,Check-In,Completed,5,0.61,102,12,False
361,3376,5,2024-06-24T11:45:00,40,Outbound,Follow-Up,Completed,5,0.43,197,14,True
362,611,9,2024-06-21T09:30:00,33,Inbound,Follow-Up,Completed,2,0.55,52,10,True
363,3302,6,2024-11-07T17:45:00,23,Outbound,Technical Deep Dive,Completed,8,0.53,149,19,True
364,6,6,2024-12-25T10:00:00,0,Outbound,Discovery,No Show,1,,,0,False
365,4780,15,2024-05-05T12:45:00,25,Outbound,Check-In,Completed,7,1.15,58,3,True
366,10,2,2024-05-11T10:00:00,58,Outbound,Discovery,Completed,2,0.45,45,19,False
367,1353,12,2024-02-16T10:45:00,60,Outbound,Technical Deep Dive,Completed,6,0.41,40,3,True
368,3157,13,2024-09-25T11:15:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
369,1303,4,2023-05-03T17:30:00,47,Outbound,Discovery,Rescheduled,1,,,0,False
370,3282,3,2021-02-27T10:45:00,38,Inbound,Check-In,Completed,7,1.13,40,15,True
371,4035,10,2024-12-17T15:45:00,34,Outbound,Check-In,Completed,2,0.52,214,17,True
372,4493,7,2024-05-09T12:30:00,,Outbound,Technical Deep Dive,Completed,8,0.42,99,13,True
373,2683,2,2024-10-30T10:45:00,43,Outbound,Check-In,Completed,5,0.42,137,9,False
374,408,14,2022-03-10T12:30:00,31,Outbound,QBR,Completed,6,0.67,80,11,False
375,3430,14,2023-08-07T10:00:00,60,Outbound,Discovery,Completed,6,0.54,105,2,False
376,4825,13,2023-09-27T12:00:00,27,Outbound,Discovery,Completed,3,0.59,69,4,False
377,3735,1,2024-08-28T11:15:00,59,Inbound,Negotiation,Rescheduled,1,,,0,False
378,3956,1,2024-02-08T10:30:00,31,Outbound,Follow-Up,Rescheduled,1,,,0,False
379,200,7,2024-10-07T13:00:00,48,Inbound,Check-In,Rescheduled,1,,,0,False
380,2898,14,2024-12-20T14:00:00,36,Outbound,Technical Deep Dive,Completed,7,0.51,192,9,False
381,81,9,2023-06-01T10:45:00,38,Outbound,Discovery,Completed,8,0.71,169,10,False
382,651,11,2024-11-04T10:30:00,45,Outbound,Negotiation,Rescheduled,1,,,0,False
383,2278,6,2021-10-13T14:30:00,45,Inbound,Follow-Up,Completed,8,0.67,164,8,False
384,4263,4,2024-07-06T11:30:00,49,Outbound,QBR,Completed,4,0.66,211,6,True
385,594,6,2024-04-28T09:15:00,31,Outbound,Follow-Up,Completed,6,0.43,117,7,False
386,1631,8,2030-06-15T10:00:00,1,Inbound,Follow-Up,Voicemail,1,,,0,False
387,3345,2,2024-03-15T15:15:00,59,Outbound,Negotiation,Completed,6,0.46,105,20,True
388,4443,4,2021-04-25T14:00:00,56,Outbound,Technical Deep Dive,Completed,4,0.69,202,4,False
389,1402,11,2024-07-19T12:45:00,55,Inbound,Check-In,Completed,8,0.35,169,18,True
390,4580,12,2023-03-22T16:45:00,31,Outbound,Check-In,Completed,7,0.44,79,7,False
391,3685,1,2022-11-28T09:00:00,55,Outbound,QBR,Completed,7,0.45,67,13,False
392,1834,3,2023-10-08T14:15:00,,Inbound,Demo,Completed,6,0.38,141,24,False
393,2576,8,2023-03-12T12:15:00,25,Outbound,Discovery,Completed,8,0.52,201,15,False
394,2449,2,2024-04-25T10:15:00,27,Outbound,QBR,Completed,6,0.65,238,6,True
395,2900,2,2022-08-21T13:15:00,19,Inbound,Technical Deep Dive,Completed,7,0.51,236,9,True
396,4826,9,2024-03-18T09:45:00,22,Outbound,Negotiation,Completed,5,0.82,197,10,True
397,4294,15,2024-07-03T09:30:00,48,Inbound,Check-In,Completed,6,0.58,157,12,False
398,1150,2,2024-06-10T14:15:00,3,Inbound,Check-In,Voicemail,1,,,0,False
399,4011,12,2024-12-04T10:30:00,23,Outbound,Negotiation,Completed,8,1.01,44,7,True
400,4967,6,2024-12-18T17:45:00,57,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
401,3785,7,2024-06-14T12:00:00,23,Outbound,Discovery,Completed,7,0.52,98,14,False
402,1264,16,2024-12-31T16:00:00,0,Outbound,QBR,No Show,1,,,0,False
403,2330,4,2021-09-01T13:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
404,3471,7,2024-12-06T10:30:00,53,Outbound,QBR,Rescheduled,1,,,0,False
405,2186,6,2024-01-25T10:30:00,34,Outbound,Check-In,Completed,7,0.58,196,18,True
406,3695,14,2024-11-26T15:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
407,2539,15,2024-03-28T14:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
408,2391,12,2024-11-12T11:00:00,52,Inbound,Check-In,Completed,2,0.47,32,7,False
409,4981,14,2024-04-13T13:00:00,31,Outbound,Demo,Rescheduled,1,,,0,False
410,3569,15,2024-05-19T12:15:00,26,Inbound,Technical Deep Dive,Completed,5,0.73,232,3,False
411,1901,13,2024-02-18T12:45:00,,Inbound,Discovery,Completed,8,0.46,152,7,False
412,4430,8,2023-11-10T09:45:00,55,Outbound,Negotiation,Completed,6,0.78,142,12,False
413,3225,10,2022-06-30T12:30:00,,Outbound,Check-In,Completed,5,0.33,175,20,True
414,834,5,2024-12-17T16:45:00,60,Outbound,Negotiation,Completed,7,0.41,158,11,True
415,4039,1,2024-02-25T09:15:00,60,Outbound,Check-In,Completed,3,0.55,230,15,False
416,3302,6,2024-11-19T11:30:00,42,Outbound,Negotiation,Completed,4,0.6,125,20,False
417,4007,14,2024-10-16T12:45:00,38,Outbound,QBR,Completed,5,0.48,136,9,False
418,120,15,2024-11-20T10:30:00,52,Outbound,Demo,Completed,8,0.65,113,12,False
419,1214,3,2021-06-05T12:45:00,36,Outbound,Discovery,Completed,4,0.61,110,10,True
420,3429,7,2021-12-01T12:45:00,51,Inbound,Discovery,Completed,2,0.41,114,20,True
421,361,7,2024-12-16T12:30:00,42,Outbound,Follow-Up,Completed,3,0.67,43,8,True
422,2005,15,2024-11-13T15:15:00,27,Inbound,Technical Deep Dive,Completed,5,0.53,149,12,False
423,4942,14,2022-02-03T10:30:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
424,1765,14,2023-05-17T08:00:00,27,Outbound,Check-In,Rescheduled,1,,,0,False
425,1465,4,2024-10-15T13:15:00,35,Outbound,Negotiation,Completed,4,0.65,104,8,False
426,3543,7,2022-12-07T13:00:00,2,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
427,1325,15,2030-06-15T10:00:00,,Outbound,Discovery,Completed,7,0.87,183,7,True
428,1480,2,2024-02-24T15:45:00,0,Inbound,QBR,No Show,1,,,0,False
429,2659,6,2024-07-15T12:15:00,59,Inbound,Technical Deep Dive,Completed,3,0.7,172,7,False
430,4326,16,2024-12-31T12:15:00,54,Outbound,Negotiation,Completed,3,0.55,149,12,False
431,3208,2,2023-12-23T10:45:00,58,Inbound,Negotiation,Rescheduled,1,,,0,False
432,696,9,2023-03-30T10:30:00,,Inbound,Demo,Rescheduled,1,,,0,False
433,4653,16,2024-12-02T12:00:00,0,Outbound,Demo,No Show,1,,,0,False
434,1503,7,2023-10-06T09:45:00,35,Outbound,Technical Deep Dive,Completed,8,0.49,72,15,False
435,2244,1,2024-07-17T13:00:00,26,Outbound,Technical Deep Dive,Completed,4,0.55,126,16,False
436,410,14,2024-05-01T10:30:00,33,Outbound,Negotiation,Rescheduled,1,,,0,False
437,4907,16,2024-10-01T10:15:00,53,Outbound,Demo,Completed,8,0.65,162,13,True
438,4473,15,2024-12-03T12:30:00,20,Outbound,Follow-Up,Completed,6,0.46,104,10,True
439,1831,3,2022-05-23T16:30:00,58,Outbound,Negotiation,Completed,6,0.5,232,22,True
440,2347,11,2023-12-06T16:15:00,32,Outbound,Follow-Up,Completed,8,0.62,193,13,False
441,3296,10,2024-11-06T10:15:00,19,Outbound,Demo,Completed,4,0.47,118,6,False
442,636,9,2024-12-27T12:00:00,43,Outbound,Check-In,Completed,6,0.61,137,6,True
443,3065,2,2024-01-26T12:30:00,32,Inbound,Technical Deep Dive,Completed,8,0.53,87,21,False
444,3518,14,2024-12-03T14:15:00,46,Inbound,Demo,Completed,4,0.82,47,4,True
445,2704,11,2024-12-05T16:15:00,41,Outbound,QBR,Completed,3,0.46,32,11,True
446,2743,4,2022-08-23T12:00:00,33,Outbound,Technical Deep Dive,Completed,8,1.03,112,19,True
447,3885,15,2024-12-14T15:15:00,39,Outbound,Check-In,Completed,4,0.8,256,1,True
448,1509,14,2024-07-09T10:00:00,57,Outbound,Follow-Up,Completed,2,0.9,110,1,False
449,4829,14,2023-05-31T14:30:00,41,Outbound,Negotiation,Completed,3,0.63,247,4,False
450,1491,2,2023-06-04T12:00:00,47,Outbound,Demo,Completed,4,0.39,41,13,True
451,3012,13,2024-12-04T16:15:00,55,Inbound,Demo,Completed,2,0.48,138,7,False
452,1446,5,2024-10-06T15:15:00,27,Outbound,Discovery,Completed,2,0.4,135,13,False
453,2291,1,2024-10-19T12:45:00,29,Outbound,Discovery,Completed,4,0.36,211,10,True
454,4374,15,2024-04-27T10:15:00,18,Outbound,Demo,Completed,4,0.4,104,7,False
455,3366,7,2024-08-25T13:00:00,45,Outbound,Negotiation,Completed,4,0.54,86,13,True
456,4332,10,2024-03-22T11:00:00,15,Inbound,Demo,Completed,2,0.83,72,5,False
457,4,1,2024-10-06T14:00:00,33,Outbound,QBR,Completed,8,0.36,129,9,False
458,3394,16,2024-12-28T13:45:00,34,Outbound,QBR,Rescheduled,1,,,0,False
459,2132,4,2024-12-31T11:00:00,44,Outbound,Negotiation,Rescheduled,1,,,0,False
460,4037,15,2024-08-22T09:45:00,18,Outbound,Negotiation,Completed,7,0.67,213,6,False
461,2989,12,2021-03-03T11:15:00,15,Outbound,Discovery,Completed,5,0.48,234,18,False
462,2031,10,2024-04-21T10:45:00,48,Outbound,Follow-Up,Completed,5,0.35,76,9,False
463,979,14,2024-02-17T11:15:00,15,Inbound,Follow-Up,Completed,3,0.65,185,4,False
464,4462,13,2024-12-24T14:15:00,51,Outbound,Follow-Up,Completed,6,0.7,47,7,False
465,2767,7,2024-12-03T13:15:00,49,Outbound,Demo,Completed,8,1.11,216,6,True
466,1725,5,2020-12-31T15:00:00,32,Inbound,Discovery,Completed,3,0.61,104,13,True
467,1810,6,2024-12-20T15:45:00,48,Inbound,Technical Deep Dive,Completed,2,0.66,191,15,False
468,4528,1,2024-09-24T13:45:00,29,Inbound,Negotiation,Completed,3,0.45,174,16,True
469,1321,7,2030-06-15T10:00:00,31,Outbound,Demo,Completed,7,0.5,65,5,False
470,1820,3,2022-05-04T16:30:00,15,Outbound,Demo,Completed,6,0.53,284,13,False
471,184,12,2024-12-16T16:00:00,20,Outbound,Technical Deep Dive,Completed,3,0.57,257,12,False
472,2529,11,2024-03-31T10:30:00,40,Outbound,Check-In,Rescheduled,1,,,0,False
473,4119,3,2024-10-18T12:15:00,26,Outbound,Follow-Up,Completed,5,0.36,168,6,True
474,4709,8,2024-12-03T16:15:00,37,Outbound,Negotiation,Completed,3,0.68,176,17,True
475,3384,5,2022-03-02T11:30:00,17,Outbound,Discovery,Completed,4,0.4,33,19,True
476,3049,15,2024-10-08T10:45:00,24,Outbound,Check-In,Completed,2,0.58,86,10,True
477,938,2,2024-12-21T12:30:00,36,Outbound,Check-In,Completed,2,1.15,74,13,True
478,2660,7,2024-10-05T17:30:00,52,Outbound,Negotiation,Completed,2,0.35,231,16,False
479,2838,14,2024-11-18T11:15:00,17,Outbound,Demo,Completed,2,0.6,88,3,False
480,1360,8,2021-07-03T11:45:00,55,Inbound,Follow-Up,Completed,7,0.64,47,12,True
481,1942,16,2024-12-10T15:30:00,48,Outbound,Follow-Up,Completed,5,0.41,142,19,False
482,4328,16,2024-12-13T15:45:00,23,Inbound,Negotiation,Completed,3,1.31,227,6,True
483,2025,15,2024-11-05T14:45:00,22,Inbound,Discovery,Completed,7,0.51,54,15,True
484,1517,5,2024-12-06T09:15:00,31,Inbound,Negotiation,Completed,8,0.5,229,11,True
485,1954,12,2024-08-13T10:15:00,59,Outbound,Discovery,Completed,6,0.53,114,18,True
486,805,9,2024-10-07T12:15:00,39,Inbound,Check-In,Completed,8,0.68,170,15,True
487,760,5,2024-12-16T14:15:00,40,Outbound,Demo,Completed,8,0.67,70,8,True
488,1521,6,2024-12-13T13:15:00,32,Outbound,Check-In,Rescheduled,1,,,0,False
489,4402,8,2024-09-29T13:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
490,609,6,2024-12-22T15:45:00,22,Inbound,Check-In,Completed,4,0.49,48,20,True
491,3632,6,2024-12-23T16:45:00,42,Outbound,Check-In,Completed,5,0.51,79,18,True
492,554,10,2023-09-02T12:15:00,28,Inbound,Follow-Up,Completed,5,0.51,155,10,True
493,3967,11,2030-06-15T10:00:00,22,Outbound,Technical Deep Dive,Completed,4,0.63,183,9,False
494,943,4,2023-03-22T09:15:00,3,Outbound,Demo,Voicemail,1,,,0,False
495,2154,11,2024-01-13T09:30:00,47,Outbound,Technical Deep Dive,Completed,3,0.61,55,14,False
496,1515,4,2024-06-19T11:30:00,15,Outbound,Discovery,Completed,5,0.37,130,12,True
497,2837,10,2023-11-25T15:45:00,23,Inbound,QBR,Completed,2,0.39,54,5,True
498,2780,15,2024-12-16T11:15:00,28,Outbound,Demo,Completed,4,0.57,44,13,False
499,3537,1,2024-10-10T14:00:00,29,Outbound,QBR,Completed,2,0.34,158,6,True
500,4516,3,2024-07-25T17:00:00,2,Outbound,Demo,Voicemail,1,,,0,False
501,1789,3,2024-08-09T11:30:00,20,Inbound,QBR,Completed,8,0.63,186,8,True
502,3394,16,2024-12-03T16:00:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
503,1350,8,2024-09-03T16:30:00,,Inbound,Demo,Completed,8,0.44,58,16,True
504,2887,8,2021-01-26T14:15:00,22,Outbound,Negotiation,Completed,3,0.59,174,15,True
505,1120,12,2023-12-24T08:45:00,40,Outbound,Follow-Up,Completed,6,0.39,108,15,False
506,2336,9,2022-08-22T11:15:00,45,Outbound,Check-In,Completed,3,0.56,183,8,False
507,856,9,2024-12-17T13:00:00,55,Outbound,Discovery,Completed,8,0.63,57,15,True
508,3787,4,2024-08-25T14:45:00,0,Inbound,Demo,No Show,1,,,0,False
509,3043,15,2024-11-15T11:15:00,55,Outbound,Check-In,Completed,7,0.56,193,6,False
510,2362,9,2021-08-12T14:30:00,40,Outbound,Check-In,Rescheduled,1,,,0,False
511,913,1,2024-05-25T14:45:00,56,Outbound,Demo,Completed,4,0.31,139,13,False
512,3754,2,2023-01-14T11:45:00,-18,Inbound,Technical Deep Dive,Completed,8,0.62,173,16,False
513,4740,15,2024-10-07T15:30:00,33,Inbound,Negotiation,Completed,4,0.7,159,12,False
514,1612,15,2024-06-09T15:45:00,36,Outbound,QBR,Completed,2,0.58,117,13,False
515,425,5,2024-11-10T14:00:00,1,Outbound,QBR,Voicemail,1,,,0,False
516,4033,6,2024-10-25T11:30:00,35,Inbound,QBR,Completed,3,0.58,155,7,True
517,914,4,2024-01-18T09:00:00,18,Outbound,Follow-Up,Completed,6,0.67,38,10,False
518,1503,7,2023-09-30T13:00:00,28,Outbound,Negotiation,Rescheduled,1,,,0,False
519,320,16,2024-12-11T13:15:00,2,Inbound,Check-In,Voicemail,1,,,0,False
520,1468,3,2024-12-30T11:30:00,33,Inbound,Follow-Up,Completed,4,1.13,182,13,False
521,209,11,2024-12-18T13:00:00,23,Inbound,Check-In,Completed,6,0.77,200,5,True
522,3677,1,2024-07-06T13:00:00,23,Outbound,Follow-Up,Completed,4,0.58,144,14,False
523,3602,16,2024-12-20T13:30:00,56,Outbound,Check-In,Completed,3,0.5,145,4,False
524,3013,6,2030-06-15T10:00:00,33,Outbound,Technical Deep Dive,Completed,4,1.39,221,9,False
525,2273,4,2024-07-19T08:30:00,16,Outbound,Discovery,Completed,7,0.66,39,9,True
526,681,8,2024-02-23T13:30:00,21,Outbound,QBR,Completed,2,0.78,92,15,True
527,4349,7,2030-06-15T10:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
528,4183,12,2024-09-20T11:00:00,23,Inbound,Negotiation,Completed,6,0.7,113,11,False
529,346,7,2024-12-12T12:45:00,56,Inbound,Technical Deep Dive,Completed,6,0.31,174,22,True
530,730,15,2024-12-24T13:15:00,15,Outbound,Negotiation,Completed,3,0.64,60,12,False
531,665,8,2024-07-11T15:30:00,23,Outbound,Discovery,Completed,5,0.5,100,11,False
532,1397,16,2024-12-22T12:30:00,,Inbound,Demo,Completed,6,0.45,130,16,True
533,2910,16,2024-12-08T11:15:00,42,Outbound,Follow-Up,Completed,7,0.73,181,13,False
534,1926,10,2024-01-24T10:30:00,45,Outbound,Discovery,Completed,8,0.59,218,7,False
535,1058,12,2024-12-13T15:15:00,0,Inbound,Discovery,No Show,1,,,0,False
536,3499,3,2024-11-03T16:45:00,2,Inbound,Negotiation,Voicemail,1,,,0,False
537,4465,3,2023-11-02T13:00:00,0,Outbound,Check-In,No Show,1,,,0,False
538,2729,16,2023-05-07T11:45:00,40,Inbound,Negotiation,Rescheduled,1,,,0,False
539,1720,3,2024-05-11T15:45:00,18,Inbound,Negotiation,Completed,7,0.41,198,18,False
540,1135,6,2024-08-02T10:15:00,36,Inbound,Technical Deep Dive,Completed,2,0.85,249,13,False
541,3511,5,2023-10-21T14:30:00,41,Inbound,Negotiation,Rescheduled,1,,,0,False
542,4418,2,2024-12-15T15:45:00,32,Outbound,Discovery,Completed,3,0.56,225,13,True
543,359,5,2023-06-16T09:45:00,46,Outbound,Technical Deep Dive,Completed,8,0.56,95,12,False
544,4353,10,2024-11-01T11:00:00,0,Outbound,Discovery,No Show,1,,,0,False
545,4541,9,2023-11-15T15:30:00,-50,Outbound,Check-In,Completed,4,0.45,186,17,False
546,1672,14,2024-12-03T12:30:00,24,Outbound,Technical Deep Dive,Completed,4,0.62,218,12,True
547,4749,10,2022-02-21T13:15:00,57,Outbound,Demo,Completed,4,0.65,222,3,False
548,3401,8,2024-03-02T13:15:00,0,Outbound,Demo,No Show,1,,,0,False
549,3599,10,2024-12-17T17:00:00,32,Outbound,Demo,Rescheduled,1,,,0,False
550,1463,13,2024-12-15T10:00:00,47,Outbound,Discovery,Completed,3,0.52,176,4,False
551,3459,9,2024-12-25T09:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
552,40,3,2023-12-27T14:15:00,26,Outbound,Check-In,Completed,7,0.41,159,15,True
553,1602,10,2024-12-05T15:00:00,53,Outbound,QBR,Rescheduled,1,,,0,False
554,2923,9,2023-10-03T13:15:00,45,Outbound,Discovery,Completed,2,0.4,202,17,True
555,3135,11,2021-06-25T11:45:00,31,Outbound,Demo,Completed,8,0.56,173,7,True
