activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
510,1173,73,Page Visit,2022-10-18T17:18:00,linkedin
511,364,124,Form Fill,2021-11-15T15:22:00,google
512,3748,198,Unsubscribe,2023-12-14T17:32:00,
513,488,83,Form Fill,2021-06-16T09:09:00,referral
514,5926,28,Email Click,2030-03-15T14:30:00,
515,1891,,Webinar Registration,2024-10-27T19:28:00,
516,4911,67,Email Open,2020-04-19T19:20:00,
517,2015,18,Content Download,2020-03-25T07:05:00,
518,4992,134,Email Open,2030-03-15T14:30:00,
519,4038,117,Webinar Registration,2022-08-05T13:19:00,
520,945,181,Email Click,2020-02-22T13:13:00,
521,1439,17,Email Open,2021-08-02T12:30:00,
522,6353,81,Webinar Registration,2020-04-29T08:22:00,
523,7124,85,Content Download,2020-09-27T14:16:00,
524,3732,56,Content Download,2020-08-24T19:48:00,
525,662,60,Email Open,2021-04-06T18:43:00,
526,7424,152,Email Open,2024-08-18T05:43:00,
527,2570,162,Form Fill,2023-02-07T02:36:00,referral
528,2014,172,Content Download,2022-05-14T13:26:00,
529,1104,54,Unsubscribe,2021-12-31T10:15:00,
530,7462,156,,2020-07-22T16:30:00,google
531,1990,163,Email Open,2024-08-08T11:16:00,
532,5020,63,Ad Click,2023-11-12T21:36:00,google
533,2808,33,Form Fill,2021-06-18T20:39:00,facebook
534,5894,93,Email Bounce,2023-12-30T10:38:00,
535,4110,187,Page Visit,2023-03-06T19:20:00,direct
536,7177,172,Email Open,2022-05-27T16:03:00,
537,3249,195,Form Fill,2022-01-08T17:56:00,
538,5619,120,Page Visit,2020-09-20T15:30:00,facebook
539,1165,175,Unsubscribe,2021-03-08T20:49:00,
540,437,134,Email Open,2021-04-06T06:24:00,
541,3319,98,Webinar Attended,2023-01-29T11:47:00,
542,5509,34,Form Fill,2023-04-13T04:10:00,direct
543,2655,180,Content Download,2024-11-29T08:30:00,
544,4111,79,Form Fill,2021-05-13T06:01:00,direct
545,511,121,Email Open,2021-03-31T00:54:00,
546,1281,176,Email Open,2021-10-04T20:11:00,
547,6305,,Content Download,2023-09-27T04:28:00,
548,2289,146,Email Click,2023-04-30T08:05:00,
549,2441,170,Content Download,2020-02-07T17:01:00,
550,6647,74,Ad Click,2024-09-11T16:21:00,facebook
551,1545,173,Webinar Registration,2022-12-21T01:29:00,
552,4315,104,Email Open,2023-07-31T11:13:00,
553,5388,16,Content Download,2020-05-27T11:33:00,
554,2647,32,Email Open,2024-06-01T13:18:00,
555,1124,128,Email Click,2020-09-07T03:28:00,
556,7275,189,Webinar Registration,2021-08-31T12:57:00,
557,4309,111,Content Download,2020-06-29T23:52:00,
558,6298,140,Email Open,2021-07-04T11:17:00,
559,6729,28,Page Visit,2023-02-10T19:07:00,twitter
560,1065,120,Email Open,2020-11-17T17:34:00,
561,5722,24,Email Click,2021-09-16T18:11:00,
562,745,21,Email Open,2023-03-08T20:22:00,
563,5872,132,Email Open,2020-09-08T00:56:00,
564,6132,132,Content Download,2020-09-10T07:54:00,
565,5378,121,Content Download,2021-04-03T12:57:00,
566,3145,68,Page Visit,2023-05-17T04:56:00,referral
567,4602,86,Content Download,2021-01-22T18:16:00,
568,4499,2,Webinar Registration,2023-08-15T21:20:00,
569,2596,95,Page Visit,2022-05-15T12:11:00,twitter
570,4093,165,Form Fill,2020-10-09T17:59:00,linkedin
571,742,31,Email Open,2030-03-15T14:30:00,
572,818,169,Webinar Attended,2022-12-10T19:53:00,
573,2997,109,Unsubscribe,2023-01-02T21:13:00,
574,5636,37,Email Open,2024-12-25T00:00:00,
575,3662,69,Page Visit,2021-07-20T09:30:00,linkedin
576,1604,107,Email Open,2022-09-08T17:38:00,
577,6716,170,Webinar Attended,2020-01-31T22:03:00,
578,7699,175,Email Bounce,2021-01-29T19:55:00,
579,29,134,Content Download,2021-04-02T03:27:00,
580,3682,158,Content Download,2020-08-18T06:41:00,
581,4381,95,Email Open,2022-06-18T10:48:00,
582,6491,33,Form Fill,2021-06-17T17:04:00,direct
583,6666,69,Page Visit,2021-07-20T22:20:00,facebook
584,475,183,Form Fill,2022-09-23T16:43:00,twitter
585,195,181,Email Click,2020-03-08T20:50:00,
586,274,169,Email Click,2022-11-28T00:09:00,
587,2648,72,Content Download,2022-04-03T01:03:00,
588,3230,200,Webinar Registration,2024-07-17T05:01:00,
589,4657,81,Content Download,2020-04-20T15:17:00,
590,7257,5,Email Open,2024-12-02T00:47:00,
591,5421,121,Email Open,2021-03-26T10:51:00,
592,5589,199,Content Download,2024-04-30T17:27:00,
593,6289,22,Email Open,2021-09-15T03:09:00,
594,7858,121,Content Download,2021-04-07T01:33:00,
595,4644,44,Webinar Registration,2024-10-03T16:22:00,
596,4684,45,Content Download,2024-09-12T03:52:00,
597,5310,85,Content Download,2020-09-23T11:25:00,
598,3943,76,Content Download,2024-05-31T07:28:00,
599,5386,117,Email Open,2022-08-21T12:39:00,
600,7953,136,Page Visit,2021-01-20T05:33:00,referral
601,3328,197,Content Download,2022-10-28T11:23:00,
602,3729,34,Form Fill,2023-03-22T01:29:00,linkedin
603,2359,183,Webinar Registration,2022-09-21T16:28:00,
604,5003,73,Content Download,2022-12-01T20:43:00,
605,2245,71,Email Click,2021-10-07T14:02:00,
606,7882,133,Form Fill,2022-04-15T12:33:00,
607,123,56,Form Fill,2020-07-06T20:01:00,twitter
608,1683,149,Form Fill,2024-04-04T16:35:00,referral
609,2500,59,Form Fill,2021-12-13T01:09:00,direct
610,864,172,Webinar Registration,2022-07-12T01:57:00,
611,615,183,Page Visit,2022-09-15T04:18:00,facebook
612,778,85,Email Open,2020-10-18T12:02:00,
613,5626,121,Email Bounce,2021-03-28T20:05:00,
614,7413,170,Webinar Attended,2020-01-13T05:27:00,
615,649,164,,2023-07-11T08:48:00,
616,7542,45,Email Bounce,2024-09-22T07:34:00,
617,5787,94,Content Download,2024-12-07T00:00:00,
618,576,94,Content Download,2024-12-06T00:00:00,
619,6727,187,Email Bounce,2023-03-04T12:18:00,
620,1024,142,Email Bounce,2022-12-31T06:34:00,
621,1418,144,Form Fill,2023-01-09T02:32:00,linkedin
622,3711,77,Webinar Registration,2023-12-11T07:11:00,
623,2321,10,Page Visit,2021-12-08T00:21:00,facebook
624,1876,91,Page Visit,2020-07-20T02:49:00,linkedin
625,826,174,Content Download,2021-03-28T12:11:00,
626,7500,118,Email Click,2024-01-06T02:52:00,
627,7714,108,Content Download,2021-08-18T13:51:00,
628,3202,102,Email Open,2020-03-16T22:58:00,
629,457,124,Page Visit,2021-11-20T06:04:00,direct
630,2321,146,Content Download,2023-05-12T14:19:00,
631,2314,165,Email Open,2020-10-17T12:14:00,
632,762,144,Webinar Registration,2022-12-21T10:15:00,
633,2989,118,Email Open,2030-03-15T14:30:00,
634,319,48,Page Visit,2023-01-09T11:32:00,twitter
635,3518,48,Ad Click,2023-01-23T18:34:00,facebook
636,2582,198,Content Download,2023-12-18T20:06:00,
637,2649,63,Email Open,2023-11-10T21:06:00,
638,5900,5,Page Visit,2024-12-26T00:00:00,facebook
639,5455,119,Page Visit,2022-12-19T04:40:00,direct
640,3316,8,Email Click,2022-04-07T17:30:00,
641,7125,161,Email Bounce,2024-08-17T17:03:00,
642,6138,84,Content Download,2024-01-13T23:02:00,
643,7893,187,Email Open,2023-02-28T06:04:00,
644,965,60,Ad Click,2021-03-31T13:34:00,google
645,3633,147,Form Fill,2023-12-18T20:28:00,
646,4400,167,Ad Click,2030-03-15T14:30:00,linkedin
647,216,100,,2021-08-28T16:58:00,
648,6654,69,Page Visit,2030-03-15T14:30:00,linkedin
649,5142,25,Webinar Registration,2022-08-04T12:30:00,
650,7816,34,Email Open,2023-03-26T12:36:00,
651,5742,147,Email Open,2023-12-15T15:26:00,
652,3904,55,Email Open,2023-11-29T09:40:00,
653,4327,44,Form Fill,2024-09-03T17:12:00,google
654,2773,129,Email Open,2024-03-02T21:21:00,
655,7553,97,Webinar Registration,2021-07-21T12:40:00,
656,6493,36,Email Open,2020-08-06T08:06:00,
657,892,92,Email Open,2020-10-19T11:59:00,
658,2476,56,Email Open,2020-09-05T19:26:00,
659,5274,23,Email Open,2020-07-14T19:48:00,
660,6991,51,Form Fill,2020-07-25T18:09:00,direct
661,3985,190,Form Fill,2024-10-16T10:23:00,referral
662,5595,74,Webinar Registration,2024-08-05T00:11:00,
663,6054,36,Email Click,2020-08-08T15:07:00,
664,1216,67,Webinar Registration,2020-04-17T16:59:00,
665,1600,6,Email Click,2030-03-15T14:30:00,
666,7807,128,Email Click,2020-08-25T14:03:00,
667,3004,4,Webinar Attended,2021-08-01T00:54:00,
668,6487,174,Email Click,2021-03-30T16:54:00,
669,876,,Webinar Attended,2021-03-29T00:38:00,
670,676,112,Email Open,2020-02-03T15:38:00,
671,4763,21,Page Visit,2023-02-04T12:44:00,
672,5448,169,Email Click,2023-01-30T19:54:00,
673,132,86,Email Open,2021-01-13T16:44:00,
674,4051,158,Page Visit,2020-07-03T21:22:00,linkedin
675,5295,47,,2024-04-15T00:33:00,
676,1149,102,Ad Click,2020-03-13T14:00:00,linkedin
677,5917,168,Email Open,2024-02-15T20:51:00,
678,4167,119,Email Click,2022-10-06T22:52:00,
679,2416,1,Form Fill,2020-07-29T02:57:00,referral
680,4193,171,Email Click,2021-02-02T22:29:00,
681,960,147,Email Click,2023-10-29T12:44:00,
682,4394,71,Email Open,2021-10-12T17:42:00,
683,375,87,Content Download,2021-08-07T18:54:00,
684,2051,35,Content Download,2022-11-11T22:56:00,
685,375,24,Email Open,2021-09-16T17:05:00,
686,5567,125,Email Open,2023-09-04T06:17:00,
687,998,185,Ad Click,2022-05-15T06:05:00,twitter
688,6561,179,Page Visit,2022-01-20T04:39:00,direct
689,4690,168,Email Click,2024-03-06T01:03:00,
690,7429,145,Email Click,2023-03-25T03:33:00,
691,6432,70,Page Visit,2022-09-24T17:57:00,facebook
692,6570,183,Unsubscribe,2022-09-25T16:55:00,
693,4836,12,Email Click,2020-09-25T04:36:00,
694,3329,60,Content Download,2021-04-05T16:27:00,
695,2451,82,,2021-11-30T05:45:00,direct
696,4153,60,Email Click,2021-03-31T08:48:00,
697,4141,13,Page Visit,2024-12-12T00:00:00,google
698,1009,112,Form Fill,2020-02-13T05:59:00,facebook
699,7760,20,Ad Click,2021-06-23T19:11:00,facebook
700,5659,61,Email Open,2024-02-05T07:15:00,
701,3900,196,Webinar Registration,2023-02-20T18:11:00,
702,6895,159,Form Fill,2022-05-09T01:33:00,linkedin
703,4177,54,Webinar Registration,2021-12-31T18:08:00,
704,759,31,Content Download,2024-04-06T14:42:00,
705,3643,121,Webinar Attended,2021-03-27T22:33:00,
706,4652,6,Content Download,2023-06-29T17:01:00,
707,6335,114,Ad Click,2020-09-13T03:17:00,facebook
708,1012,172,Email Open,2022-07-14T17:27:00,
709,4813,104,Page Visit,2023-06-11T09:43:00,
710,6440,40,Email Bounce,2020-03-31T21:36:00,
711,3028,189,Email Bounce,2021-09-05T14:28:00,
712,1981,128,Email Open,2020-10-01T17:08:00,
713,7498,156,Email Open,2020-07-28T14:00:00,
714,388,197,Email Open,2022-10-13T21:42:00,
715,7876,,Content Download,2020-08-09T17:45:00,
716,2604,50,Content Download,2022-06-18T23:40:00,
717,2292,19,Webinar Registration,2022-03-16T06:44:00,
718,1941,130,Content Download,2024-12-14T00:00:00,
719,2937,,Email Open,2023-10-22T03:17:00,
720,2054,47,Webinar Attended,2024-05-03T07:34:00,
721,4686,3,Webinar Registration,2023-10-13T00:24:00,
722,5436,136,Ad Click,2021-01-12T11:19:00,referral
723,1161,118,Webinar Attended,2023-11-10T15:36:00,
724,788,27,Content Download,2022-01-28T15:34:00,
725,5568,77,Unsubscribe,2023-11-01T07:27:00,
726,253,54,Email Click,2022-02-03T17:13:00,
727,2065,,Content Download,2024-12-01T00:00:00,
728,574,179,Page Visit,2022-02-02T00:54:00,direct
729,6050,19,Form Fill,2022-02-10T05:56:00,twitter
730,6798,100,Email Open,2021-09-27T02:43:00,
731,1969,185,Webinar Registration,2022-05-05T07:12:00,
732,216,131,Webinar Attended,2020-10-11T03:00:00,
733,3136,97,Page Visit,2021-09-12T06:03:00,facebook
734,565,81,Ad Click,2020-04-29T22:09:00,twitter
735,6197,156,Email Open,2020-07-23T03:00:00,
736,3,47,Content Download,2024-05-06T15:13:00,
737,709,,Email Click,2021-10-07T01:11:00,
738,4625,96,Email Open,2021-11-03T07:21:00,
739,5523,,Form Fill,2024-12-23T00:00:00,google
740,6889,42,Content Download,2020-04-29T06:02:00,
741,822,96,Page Visit,2021-11-04T05:04:00,
742,758,68,Page Visit,2023-07-30T18:02:00,referral
743,5738,136,Page Visit,2021-01-13T05:05:00,referral
744,3059,52,Content Download,2024-01-21T07:20:00,
745,4180,190,Form Fill,2024-10-09T00:58:00,google
746,4546,144,Email Click,2023-01-07T04:11:00,
747,4669,146,Page Visit,2023-05-13T09:04:00,direct
748,3663,173,Email Open,2023-01-09T19:40:00,
749,1472,105,Email Open,2020-03-14T05:41:00,
750,330,194,Ad Click,2020-11-25T15:13:00,direct
751,7998,35,Form Fill,2022-11-09T22:54:00,google
752,5274,64,Webinar Attended,2023-10-03T12:32:00,
753,3740,71,Page Visit,2021-10-12T08:14:00,google
754,1672,12,Page Visit,2020-09-28T20:30:00,
755,7534,15,Form Fill,2020-08-28T09:17:00,linkedin
756,2643,64,Email Open,2023-09-12T19:59:00,
757,4135,115,Unsubscribe,2023-10-21T01:26:00,
758,2791,25,Form Fill,2022-09-14T02:06:00,facebook
759,6778,98,Form Fill,2023-01-20T01:59:00,linkedin
760,6722,52,Form Fill,2024-01-05T13:36:00,
761,4822,87,Form Fill,2021-08-21T18:36:00,twitter
762,5201,11,Page Visit,2024-02-20T20:22:00,direct
763,6619,30,Email Open,2020-02-23T23:28:00,
764,5795,48,Email Bounce,2022-12-31T19:46:00,
765,6423,190,Email Bounce,2024-11-03T22:46:00,
766,3376,81,Email Click,2020-05-01T18:46:00,
767,7106,1,Email Open,2020-07-06T08:12:00,
768,1034,86,Email Click,2020-11-29T21:51:00,
769,2149,91,Email Bounce,2020-08-22T08:59:00,
770,146,152,Webinar Attended,2024-09-06T04:48:00,
771,1563,125,Email Open,2023-08-29T11:05:00,
772,4478,79,Form Fill,2021-04-05T06:04:00,twitter
773,3193,138,Form Fill,2024-07-28T08:52:00,facebook
774,4970,46,Ad Click,2024-07-10T13:42:00,twitter
775,3059,171,Email Open,2020-11-16T01:48:00,
776,7802,48,Webinar Registration,2023-01-14T19:12:00,
777,5441,189,Form Fill,2030-03-15T14:30:00,
778,3721,182,Content Download,2022-04-07T14:29:00,
779,4441,106,Unsubscribe,2023-08-26T11:40:00,
780,7667,42,Page Visit,2020-05-21T10:43:00,google
781,105,132,Unsubscribe,2020-09-30T02:47:00,
782,6949,85,Ad Click,2020-10-01T18:31:00,direct
783,2891,194,Email Open,2020-12-17T10:43:00,
784,2879,49,Webinar Registration,2030-03-15T14:30:00,
785,1668,,Email Open,2022-10-01T12:51:00,
786,2330,143,Email Open,2022-06-27T15:53:00,
787,1959,23,Form Fill,2020-08-16T09:45:00,direct
788,4634,183,Email Open,2022-09-19T04:01:00,
789,5608,77,Form Fill,2023-12-06T14:02:00,google
790,5109,155,Ad Click,2024-09-12T20:41:00,linkedin
791,3373,20,Webinar Attended,2021-06-24T13:19:00,
792,7437,67,Content Download,2020-04-15T07:07:00,
793,3433,174,Webinar Registration,2021-04-08T17:40:00,
794,689,20,Webinar Registration,2021-06-18T07:15:00,
795,6919,67,Email Open,2020-04-10T18:41:00,
796,4809,135,Email Open,2024-05-28T02:26:00,
797,489,156,Content Download,2020-07-29T16:45:00,
798,1200,,Email Open,2024-03-15T03:46:00,
799,5625,107,Form Fill,2022-09-08T02:29:00,facebook
800,3084,137,Page Visit,2020-09-22T03:41:00,direct
801,3610,165,Content Download,2020-09-27T12:54:00,
802,6810,24,Content Download,2021-11-23T20:29:00,
803,3272,168,Email Open,2024-01-20T03:45:00,
804,1557,141,Form Fill,2023-04-22T14:52:00,twitter
805,1034,78,Page Visit,2023-09-06T14:56:00,
806,4175,107,Email Open,2022-09-07T00:14:00,
807,2457,112,Email Open,2020-02-29T05:07:00,
808,1664,113,Page Visit,2021-11-26T01:25:00,google
809,1735,2,Page Visit,2023-06-23T11:55:00,google
810,3455,50,Form Fill,2022-07-15T03:38:00,google
811,1225,123,Email Open,2020-02-14T16:09:00,
812,1537,196,Page Visit,2023-03-16T19:57:00,google
813,3018,175,Ad Click,2021-03-02T23:54:00,linkedin
814,7839,98,Page Visit,2022-12-11T07:42:00,google
815,243,151,Content Download,2024-08-28T17:51:00,
816,4113,58,Form Fill,2023-06-16T12:31:00,twitter
817,1212,35,Form Fill,2023-02-11T07:01:00,facebook
818,4998,167,Email Open,2020-07-26T20:18:00,
819,2280,128,Page Visit,2020-10-06T01:19:00,google
820,848,108,Ad Click,2021-06-27T23:11:00,twitter
821,1005,185,Webinar Attended,2022-04-29T03:20:00,
822,3700,105,Email Open,2020-03-15T22:22:00,
823,3073,3,Email Open,2023-10-14T01:59:00,
824,1244,28,Email Bounce,2023-01-31T10:53:00,
825,4453,173,Email Open,2022-12-10T01:12:00,
826,1469,131,Unsubscribe,2020-10-24T10:25:00,
827,7858,166,Email Click,2024-01-12T01:22:00,
828,4480,162,Email Click,2023-02-04T14:41:00,
829,1622,198,Email Open,2023-12-12T22:18:00,
830,3985,26,Webinar Registration,2020-12-19T23:06:00,
831,3442,7,Page Visit,2020-11-14T06:07:00,google
832,6330,111,Ad Click,2020-06-06T01:04:00,
833,252,116,Ad Click,2024-12-17T05:31:00,facebook
834,2226,109,Form Fill,2023-01-28T16:35:00,google
835,5353,143,Form Fill,2022-06-13T15:00:00,facebook
836,4979,,Email Open,2023-03-24T18:50:00,
837,979,40,Webinar Registration,2020-05-03T22:16:00,
838,1448,35,Content Download,2022-11-07T17:12:00,
839,4850,57,Form Fill,2023-08-22T05:07:00,linkedin
840,5572,120,Webinar Attended,2020-11-15T08:13:00,
841,6083,179,,2022-01-09T18:21:00,
842,3,102,Email Open,2020-04-01T12:20:00,
843,847,71,Webinar Registration,2021-10-14T11:27:00,
844,6463,,Page Visit,2021-03-29T11:55:00,linkedin
845,6381,,Webinar Registration,2021-11-01T09:57:00,
846,7951,4,Email Open,2021-06-08T03:27:00,
847,5297,175,Form Fill,2021-02-06T16:29:00,linkedin
848,4074,5,Email Open,2024-12-04T00:00:00,
849,5490,63,Ad Click,2023-10-16T21:13:00,facebook
850,6612,,Form Fill,2020-11-27T23:43:00,google
851,1863,95,Content Download,2030-03-15T14:30:00,
852,4208,167,Email Open,2020-09-10T05:31:00,
853,1312,57,Form Fill,2023-10-18T20:13:00,linkedin
854,4206,194,Content Download,2020-11-30T18:22:00,
855,5679,146,Webinar Registration,2023-05-19T06:31:00,
856,1541,187,Form Fill,2022-12-23T11:57:00,direct
857,684,23,Content Download,2020-09-16T23:52:00,
858,1743,89,Email Click,2021-01-11T19:56:00,
859,6237,126,Content Download,2023-11-14T16:50:00,
860,2914,12,Email Open,2020-10-04T22:27:00,
861,6453,167,Webinar Registration,2020-09-15T06:23:00,
862,466,111,Webinar Attended,2020-08-07T10:05:00,
863,2989,96,Email Click,2021-11-02T21:47:00,
864,7989,118,Form Fill,2023-11-01T05:03:00,google
865,523,153,Email Open,2024-08-08T09:36:00,
866,2082,2,Ad Click,2023-08-29T04:46:00,
867,2627,115,Email Open,2023-10-22T13:30:00,
868,1861,12,,2020-09-29T17:16:00,
869,4715,,Content Download,2020-09-25T06:35:00,
870,3712,158,Page Visit,2020-08-05T09:08:00,linkedin
871,7285,119,Form Fill,2022-12-19T16:34:00,referral
872,1521,25,Form Fill,2022-08-31T00:59:00,google
873,4681,188,Webinar Registration,2024-12-17T00:00:00,
874,2220,91,Email Open,2020-09-12T11:43:00,
875,1904,71,Email Open,2021-10-10T05:02:00,
876,3457,165,Webinar Attended,2020-10-13T18:16:00,
877,7206,40,Email Click,2020-04-18T08:16:00,
878,7828,98,Webinar Registration,2022-12-29T19:45:00,
879,2283,133,Email Open,2030-03-15T14:30:00,
880,4716,8,Form Fill,2022-04-15T18:12:00,twitter
881,2088,147,Email Click,2023-11-13T02:20:00,
882,4913,199,Email Open,2030-03-15T14:30:00,
883,4801,184,Ad Click,2020-08-18T15:04:00,referral
884,7016,17,Page Visit,2021-07-24T01:02:00,referral
885,5553,177,,2021-02-03T08:24:00,direct
886,4790,5,Email Click,2024-12-05T17:31:00,
887,7993,41,Content Download,2024-03-23T19:22:00,
888,3608,98,Email Open,2023-02-11T21:09:00,
889,3108,64,Webinar Registration,2023-08-30T10:57:00,
890,6000,,Email Click,2021-10-14T06:23:00,
891,4409,,Email Click,2020-10-24T09:18:00,
892,1462,,Form Fill,2024-05-21T14:59:00,google
893,369,165,Webinar Registration,2020-10-20T02:58:00,
894,498,43,Content Download,2022-07-20T10:49:00,
895,7277,149,Email Open,2024-05-25T09:12:00,
896,3368,144,Ad Click,2022-11-24T07:28:00,referral
897,596,169,Content Download,2023-02-04T17:12:00,
898,2494,48,Email Open,2023-01-12T10:58:00,
899,259,63,Form Fill,2023-11-30T08:50:00,linkedin
900,1809,93,Email Open,2024-01-22T01:53:00,
901,6301,27,Email Open,2021-12-14T00:22:00,
902,5957,153,Page Visit,2024-07-18T13:09:00,
903,2867,120,Webinar Attended,2020-11-13T08:59:00,
904,3645,66,Webinar Registration,2022-03-15T08:22:00,
905,6747,91,Email Bounce,2020-08-05T15:50:00,
906,3580,189,Email Open,2021-09-09T03:02:00,
907,4214,134,Page Visit,2021-04-26T08:57:00,
908,202,125,Content Download,2023-09-06T12:18:00,
909,7474,4,Form Fill,2021-06-26T03:58:00,google
910,6832,28,Content Download,2023-01-28T21:35:00,
911,2933,67,Form Fill,2020-04-21T11:02:00,referral
912,1013,,Email Click,2022-07-11T08:14:00,
913,3291,61,Email Click,2024-01-31T09:56:00,
914,7402,145,Form Fill,2023-03-22T19:38:00,twitter
915,7582,61,Page Visit,2024-01-03T12:00:00,facebook
916,6814,113,Content Download,2021-12-12T16:02:00,
917,3145,10,Email Click,2021-11-03T05:45:00,
918,7564,66,Email Click,2022-03-18T06:14:00,
919,5041,61,Content Download,2024-01-16T09:29:00,
920,3895,59,Page Visit,2021-12-09T15:00:00,facebook
921,4239,153,Email Open,2024-08-02T13:11:00,
922,5127,3,Form Fill,2023-10-18T05:25:00,
923,5866,154,Webinar Attended,2021-07-05T06:40:00,
